2017-01-01,    531
2017-01-08,    527
2017-01-15,    547
2017-01-22,    575
2017-01-29,    559
2017-02-05,    539
2017-02-12,    550
2017-02-19,    564
2017-02-26,    563
2017-03-05,    501
2017-03-12,    506
2017-03-19,    610
2017-03-26,    609
2017-04-02,    550
2017-04-09,    586
2017-04-16,    582
2017-04-23,    552
2017-04-30,    584
2017-05-07,    588
2017-05-14,    629
2017-05-21,    521
2017-05-28,    556
